"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.205763025E0,3.840350151E0,-8.528404832E-1,1.173095322E1,1.237299032E1
1.210505108E0,3.618298531E0,-1.019145727E0,1.128003788E1,1.188991156E1
1.215247191E0,3.693999767E0,-7.060697079E-1,1.151660156E1,1.211512609E1
1.219989223E0,3.543201923E0,-2.338368893E-1,1.088119984E1,1.144593681E1
1.224731306E0,2.730786324E0,-7.300984859E-2,1.135398197E1,1.167798917E1
1.229473389E0,2.163519382E0,-4.161668122E-1,9.827963829E0,1.007188582E1
1.234215473E0,1.334588528E0,-4.299069941E-1,8.892264366E0,9.002128199E0
1.238957556E0,4.320337772E-1,-5.716515183E-1,7.415724754E0,7.450262564E0
1.243699639E0,5.117239952E-1,-8.155201674E-1,4.937626839E0,5.030615607E0
1.248441671E0,8.555264473E-1,-7.879158258E-1,3.212370872E0,3.416440176E0
1.253183754E0,8.777670860E-1,-7.335587740E-1,1.740729332E0,2.082959947E0
1.257925837E0,2.023783922E0,-3.526712060E-1,-4.225330353E-1,2.097286940E0
1.262667921E0,3.202893734E0,3.953862190E-2,-1.723948002E0,3.637593750E0
1.267410004E0,3.706663847E0,-1.566147804E-2,-2.653211594E0,4.558413531E0
1.272152035E0,3.917701960E0,-2.308334708E-1,-3.366032124E0,5.170284808E0
1.276894118E0,4.059165001E0,-4.756525159E-1,-3.654694557E0,5.482687126E0
1.281636202E0,4.152197838E0,-4.966781735E-1,-3.757856369E0,5.622181123E0
1.286378285E0,4.237503052E0,-2.515118122E-1,-4.034059048E0,5.856050094E0
1.291120316E0,4.136072636E0,-2.292668819E-2,-4.177301884E0,5.878560496E0
1.295862400E0,3.811768055E0,7.465124130E-3,-4.259140491E0,5.715759718E0
1.300604483E0,3.144639969E0,-2.018597126E-1,-4.055789948E0,5.136043222E0
1.305346566E0,1.777605534E0,-6.047250628E-1,-1.839086533E0,2.628271886E0
1.310088650E0,8.379745483E-1,-1.530687571E0,-4.262924194E-1,1.796366057E0
1.314830681E0,-3.826038837E-1,-3.233564377E0,-5.166873932E-1,3.296860654E0
1.319572764E0,-2.301822662E0,-5.656715393E0,-1.115684509E-1,6.108130985E0
1.324314848E0,-4.421612740E0,-7.580194473E0,1.238137245E0,8.862448381E0
1.329056931E0,-4.564994812E0,-7.286300182E0,5.525569916E-1,8.615954225E0
1.333799014E0,-4.118188858E0,-6.053645611E0,3.688964844E-1,7.330906442E0
1.338541046E0,-3.946544647E0,-5.053425312E0,-1.808738708E-1,6.414439757E0
