,Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),labels
183,0.917659655,-1.809823632,-1.228742123,-0.3603782654,2.21701179,
184,0.922401895,-2.335849285,-1.470121384,-1.141086102,2.986557593,
185,0.927144082,-2.119590998,-1.16595459,-0.8766880035,2.573071697,
186,0.931886322,-1.432475448,-0.5022397041,-0.3969898224,1.569022482,
187,0.936628562,-0.799530983,0.2790551186,-0.1322031021,0.8570876339,
188,0.941370801,-0.5526975393,0.9324531555,-0.1507043839,1.094374373,
189,0.946112989,-0.6569939852,1.287235737,-0.2248506546,1.462591794,
190,0.950855228,-0.6761237383,1.435491085,-0.1349954605,1.592482885,
191,0.955597468,-0.3419210911,1.852244854,0.07796001434,1.885152194,
192,0.960339707,0.3934391737,2.819537163,0.3257389069,2.865430165,
193,0.965081895,0.4862484932,3.091580391,0.2939796448,3.143362999,
194,0.969824135,-0.1062406301,2.465373993,0.1984434128,2.475628362,
195,0.974566374,-0.3290237188,2.123116493,0.1391191483,2.152959449,
196,0.979308614,-0.1357934475,2.083443642,0.04145240784,2.088275741,
197,0.984050801,0.1262345314,1.764741898,-0.1950397491,1.779968996,
198,0.988793041,0.2717084885,1.045244694,-0.6347799301,1.252720053,
199,0.99353528,0.2660442591,0.3130965233,-1.070104122,1.146268648,
200,0.998277468,0.2088034153,-0.3201208115,-1.058013916,1.124930952,
201,1.003019707,-0.01362705231,-0.8484706879,-0.8884725571,1.228605587,
202,1.007761947,-0.2927212715,-1.194675446,-0.6783924103,1.404689085,
203,1.012504187,-0.3781597614,-1.288919926,-0.5418858528,1.448433518,
204,1.017246374,-0.2331711054,-1.11395669,-0.4664077759,1.229961172,
205,1.021988614,0.06472194195,-0.8527002335,-0.4251613617,0.9550124614,
206,1.026730853,0.4316072464,-0.5440130234,-0.3557863235,0.7802684748,
207,1.031473093,0.7292246819,-0.3196940422,-0.2199287415,0.8260396895,
208,1.03621528,0.7978315353,-0.1966786385,-0.08671474457,0.8262790646,
209,1.04095752,0.6036918163,-0.1107902527,0.02722835541,0.6143774675,
210,1.04569976,0.3800246716,-0.0743227005,0.08621692657,0.3967064068,
211,1.050441999,0.1403797865,-0.1373038292,0.02370452881,0.1977896121,
212,1.055184187,-0.08906042576,-0.2061805725,-0.1455631256,0.2676393309,
213,1.059926426,-0.3797525167,-0.2042784691,-0.3212280273,0.5377072739,
214,1.064668666,-0.9615519047,-0.07947015762,-0.4029741287,1.045603041,
215,1.069410853,-1.901968122,0.2652249336,-0.3381299973,1.949912535,
216,1.074153093,-2.616966724,0.8619055748,-0.2074794769,2.763049726,
217,1.078895332,-2.529698849,1.335078716,-0.07048130035,2.861254805,
218,1.08363752,-2.250440121,1.508933544,-0.1776371002,2.715311422,
219,1.08837976,-2.363636494,1.42808485,-0.5952262878,2.824977548,
220,1.093121999,-2.659923792,1.254030704,-1.163046837,3.162351266,
221,1.097864239,-2.983444452,1.117185593,-1.912107944,3.715535122,
222,1.102606426,-2.800440788,0.8107085228,-2.351081371,3.745303797,
223,1.107348666,-2.643251181,0.3042931557,-2.276613712,3.501762574,
224,1.112090905,-2.539804459,-0.3153920174,-2.04836607,3.278091269,
225,1.116833093,-1.717735052,-1.023665428,-2.091518879,2.893606027,
226,1.121575332,-0.8294816017,-1.71011281,-2.167013168,2.882441955,
227,1.126317572,0.1154046059,-2.247963428,-2.311358452,3.22630372,
228,1.13105976,0.4334969521,-2.399044752,-2.44149971,3.450254507,
229,1.135801999,0.1449201107,-2.093534708,-2.40236187,3.189863942,
230,1.140544239,-0.3402023315,-1.60138464,-1.878838539,2.49202822,
231,1.145286426,-3.389942169,-3.251859665,-1.145936966,4.83523223,
232,1.150028666,-3.367805004,-3.179368019,-0.7304477692,4.688714695,
233,1.154770905,-3.05308485,-2.758406162,-0.181804657,4.118638682,
234,1.159513145,-2.673647165,-2.166417837,0.4479589462,3.470219392,
235,1.164255332,-2.430641651,-1.439537287,1.199908257,3.069212645,
236,1.168997572,-2.064022303,-0.7892782688,1.448754311,2.6423545,
237,1.173739812,-1.385307074,-0.2748985291,1.123929977,1.804955258,
238,1.178481999,-0.6492881775,0.02879619598,0.5244998932,0.8351673463,
239,1.183224239,-0.1186516285,0.05009269714,0.02997970581,0.1322356609,
240,1.187966478,0.04779744148,-0.08454990387,-0.2884759903,0.3043873825,
241,1.192708666,0.05881476402,-0.4255037308,-0.5121116638,0.668409274,
242,1.197450905,-0.4419314861,-0.6326246262,-1.728100777,1.892577515,
243,1.202193145,-0.4552240372,-0.6967227459,-3.087300777,3.197511157,
244,1.206935332,-0.08457231522,-0.6118466854,-4.169122219,4.214627969,
245,1.211677572,0.4181249142,-0.2537870407,-4.591931343,4.617907509,
246,1.216419812,1.08072114,0.04940891266,-4.618836403,4.743843288,
247,1.221161999,1.601866364,0.2776703835,-4.258583546,4.558356119,
248,1.225904239,1.850823402,0.4776930809,-3.884563446,4.329384611,
249,1.230646478,1.859193444,0.5009021759,-3.547004223,4.035931393,
250,1.235388666,1.52229166,0.2178778648,-2.964168549,3.339331946,
251,1.240130905,0.2961961031,-0.2754278183,-1.393838882,1.451337123,
252,1.244873145,-1.469925761,-1.051969767,1.726198196,2.499416401,
253,1.249615332,-3.365500927,-2.011380911,3.996466637,5.598570821,
254,1.254357572,-4.89907074,-2.577935457,4.405755997,7.075120581,
255,1.259099812,-5.292187691,-2.664067745,3.024417877,6.652188437,
256,1.263841999,-5.816672802,-2.430096865,0.8178501129,6.356723375,
257,1.268584239,-6.128726959,-2.395872116,-0.1446123123,6.581976151,
258,1.273326478,-5.852653503,-2.173516512,-0.4666509628,6.260630174,
259,1.278068666,-5.065114498,-1.936968088,-0.6181206703,5.457957806,
260,1.282810905,-4.571592808,-2.142767906,-0.9122877121,5.130612436,
261,1.287553093,-4.189841747,-2.553871632,-1.277543545,5.070419281,
262,1.292295332,-3.458894014,-2.872723341,-1.49684,4.738883538,
263,1.297037572,-2.696824551,-3.027485847,-1.678404808,4.388117582,
264,1.30177976,-2.170740604,-2.494099617,-1.805514336,3.767297398,
265,1.306521999,-1.887268543,-2.550486088,-1.264523506,3.415520683,
266,1.311264239,-1.760659814,-2.805381775,-0.6201701164,3.369673702,
267,1.316006426,-1.702192068,-3.064465046,-0.08923912048,3.506617669,
268,1.320748666,-1.28768909,-2.680262804,0.3770675659,2.99735414,
269,1.325490905,-1.499478102,-2.648936749,0.5936727524,3.101249395,
270,1.330233093,-1.846147776,-2.676673651,0.3734846115,3.272970241,
271,1.334975332,-1.714478135,-2.450158119,-0.2341299057,2.999587788,
272,1.33971752,-1.341354847,-2.004106045,-1.218472481,2.701915811,
273,1.34445976,-1.042308927,-1.501002789,-2.275836468,2.918706717,
274,1.349201999,-0.7866124511,-1.13495636,-3.593495846,3.849687972,
275,1.353944187,-0.3650352359,-0.9631679058,-4.745562553,4.856058802,
276,1.358686426,0.5632333159,-0.7773821354,-4.541338921,4.641693004,
277,1.363428666,2.10784483,-0.408229351,-3.110446453,3.779489141,
278,1.368170853,3.28598237,-0.1753985882,-1.146947384,3.484814644,
279,1.372913093,4.225345135,0.200258255,0.9680871964,4.339451313,
280,1.377655332,5.06385088,0.5509941578,2.492566109,5.670896411,
281,1.38239752,5.475928307,0.7723813057,3.438598633,6.51201384,
282,1.38713976,5.34290123,0.8202164173,3.866297722,6.645871395,
283,1.391881947,4.729162216,0.7555077076,4.110204697,6.311065664,
284,1.396624187,3.786403179,0.5009875298,4.114499092,5.613995041,
285,1.401366426,2.649312019,0.04717612267,3.634792328,4.49808793,
