"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.555974680E-1,-3.419210911E-1,1.852244854E0,7.796001434E-2,1.885152194E0
9.603397070E-1,3.934391737E-1,2.819537163E0,3.257389069E-1,2.865430165E0
9.650818950E-1,4.862484932E-1,3.091580391E0,2.939796448E-1,3.143362999E0
9.698241350E-1,-1.062406301E-1,2.465373993E0,1.984434128E-1,2.475628362E0
9.745663740E-1,-3.290237188E-1,2.123116493E0,1.391191483E-1,2.152959449E0
9.793086140E-1,-1.357934475E-1,2.083443642E0,4.145240784E-2,2.088275741E0
9.840508010E-1,1.262345314E-1,1.764741898E0,-1.950397491E-1,1.779968996E0
9.887930410E-1,2.717084885E-1,1.045244694E0,-6.347799301E-1,1.252720053E0
9.935352800E-1,2.660442591E-1,3.130965233E-1,-1.070104122E0,1.146268648E0
9.982774680E-1,2.088034153E-1,-3.201208115E-1,-1.058013916E0,1.124930952E0
1.003019707E0,-1.362705231E-2,-8.484706879E-1,-8.884725571E-1,1.228605587E0
1.007761947E0,-2.927212715E-1,-1.194675446E0,-6.783924103E-1,1.404689085E0
1.012504187E0,-3.781597614E-1,-1.288919926E0,-5.418858528E-1,1.448433518E0
1.017246374E0,-2.331711054E-1,-1.113956690E0,-4.664077759E-1,1.229961172E0
1.021988614E0,6.472194195E-2,-8.527002335E-1,-4.251613617E-1,9.550124614E-1
1.026730853E0,4.316072464E-1,-5.440130234E-1,-3.557863235E-1,7.802684748E-1
1.031473093E0,7.292246819E-1,-3.196940422E-1,-2.199287415E-1,8.260396895E-1
1.036215280E0,7.978315353E-1,-1.966786385E-1,-8.671474457E-2,8.262790646E-1
1.040957520E0,6.036918163E-1,-1.107902527E-1,2.722835541E-2,6.143774675E-1
1.045699760E0,3.800246716E-1,-7.432270050E-2,8.621692657E-2,3.967064068E-1
1.050441999E0,1.403797865E-1,-1.373038292E-1,2.370452881E-2,1.977896121E-1
1.055184187E0,-8.906042576E-2,-2.061805725E-1,-1.455631256E-1,2.676393309E-1
1.059926426E0,-3.797525167E-1,-2.042784691E-1,-3.212280273E-1,5.377072739E-1
1.064668666E0,-9.615519047E-1,-7.947015762E-2,-4.029741287E-1,1.045603041E0
1.069410853E0,-1.901968122E0,2.652249336E-1,-3.381299973E-1,1.949912535E0
1.074153093E0,-2.616966724E0,8.619055748E-1,-2.074794769E-1,2.763049726E0
1.078895332E0,-2.529698849E0,1.335078716E0,-7.048130035E-2,2.861254805E0
1.083637520E0,-2.250440121E0,1.508933544E0,-1.776371002E-1,2.715311422E0
1.088379760E0,-2.363636494E0,1.428084850E0,-5.952262878E-1,2.824977548E0
1.093121999E0,-2.659923792E0,1.254030704E0,-1.163046837E0,3.162351266E0
1.097864239E0,-2.983444452E0,1.117185593E0,-1.912107944E0,3.715535122E0
1.102606426E0,-2.800440788E0,8.107085228E-1,-2.351081371E0,3.745303797E0
1.107348666E0,-2.643251181E0,3.042931557E-1,-2.276613712E0,3.501762574E0
1.112090905E0,-2.539804459E0,-3.153920174E-1,-2.048366070E0,3.278091269E0
1.116833093E0,-1.717735052E0,-1.023665428E0,-2.091518879E0,2.893606027E0
1.121575332E0,-8.294816017E-1,-1.710112810E0,-2.167013168E0,2.882441955E0
1.126317572E0,1.154046059E-1,-2.247963428E0,-2.311358452E0,3.226303720E0
1.131059760E0,4.334969521E-1,-2.399044752E0,-2.441499710E0,3.450254507E0
1.135801999E0,1.449201107E-1,-2.093534708E0,-2.402361870E0,3.189863942E0
1.140544239E0,-3.402023315E-1,-1.601384640E0,-1.878838539E0,2.492028220E0
1.145286426E0,-3.389942169E0,-3.251859665E0,-1.145936966E0,4.835232230E0
1.150028666E0,-3.367805004E0,-3.179368019E0,-7.304477692E-1,4.688714695E0
1.154770905E0,-3.053084850E0,-2.758406162E0,-1.818046570E-1,4.118638682E0
1.159513145E0,-2.673647165E0,-2.166417837E0,4.479589462E-1,3.470219392E0
1.164255332E0,-2.430641651E0,-1.439537287E0,1.199908257E0,3.069212645E0
1.168997572E0,-2.064022303E0,-7.892782688E-1,1.448754311E0,2.642354500E0
1.173739812E0,-1.385307074E0,-2.748985291E-1,1.123929977E0,1.804955258E0
1.178481999E0,-6.492881775E-1,2.879619598E-2,5.244998932E-1,8.351673463E-1
1.183224239E0,-1.186516285E-1,5.009269714E-2,2.997970581E-2,1.322356609E-1
1.187966478E0,4.779744148E-2,-8.454990387E-2,-2.884759903E-1,3.043873825E-1
1.192708666E0,5.881476402E-2,-4.255037308E-1,-5.121116638E-1,6.684092740E-1
1.197450905E0,-4.419314861E-1,-6.326246262E-1,-1.728100777E0,1.892577515E0
1.202193145E0,-4.552240372E-1,-6.967227459E-1,-3.087300777E0,3.197511157E0
1.206935332E0,-8.457231522E-2,-6.118466854E-1,-4.169122219E0,4.214627969E0
1.211677572E0,4.181249142E-1,-2.537870407E-1,-4.591931343E0,4.617907509E0
1.216419812E0,1.080721140E0,4.940891266E-2,-4.618836403E0,4.743843288E0
1.221161999E0,1.601866364E0,2.776703835E-1,-4.258583546E0,4.558356119E0
1.225904239E0,1.850823402E0,4.776930809E-1,-3.884563446E0,4.329384611E0
1.230646478E0,1.859193444E0,5.009021759E-1,-3.547004223E0,4.035931393E0
