"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.164516254E0,-4.343822479E0,-6.325321198E0,-3.365878344E0,8.378998688E0
1.169258077E0,-4.037121296E0,-6.409946918E0,-4.020187855E0,8.575994301E0
1.173999900E0,-3.696214199E0,-6.530869007E0,-4.319139957E0,8.658476735E0
1.178741723E0,-3.307548523E0,-6.599280834E0,-4.230680466E0,8.508175008E0
1.183483546E0,-2.676098347E0,-6.126625061E0,-2.848926067E0,7.267284000E0
1.188225369E0,-2.410670280E0,-6.729153156E0,-2.924079895E0,7.722893022E0
1.192967192E0,-2.404838324E0,-7.156847000E0,-3.052567005E0,8.143824143E0
1.197709015E0,-2.362003803E0,-7.030447960E0,-3.026344776E0,8.010307309E0
1.202450838E0,-2.248757601E0,-6.685715199E0,-2.876383543E0,7.617695239E0
1.207192661E0,-1.938109875E0,-6.202804089E0,-2.585680962E0,6.994054224E0
1.211934484E0,-1.363341331E0,-5.900299549E0,-2.303876877E0,6.479203888E0
1.216676306E0,-7.923302650E-1,-5.780376911E0,-2.280420780E0,6.264252822E0
1.221418181E0,-3.559136391E-1,-5.565955639E0,-2.469305277E0,6.099508607E0
1.226160004E0,-6.535005569E-2,-5.100376606E0,-2.598491907E0,5.724532500E0
1.230901827E0,3.303847313E-1,-4.585555077E0,-2.397290945E0,5.184927512E0
1.235643650E0,1.167165279E0,-4.132361412E0,-1.968209267E0,4.723614437E0
1.240385473E0,2.123503685E0,-3.517693758E0,-1.696094871E0,4.445241848E0
1.245127296E0,3.153494835E0,-2.736827374E0,-1.576838017E0,4.463314002E0
1.249869119E0,4.178066730E0,-1.813831329E0,-1.531894684E0,4.805510068E0
1.254610942E0,4.986857891E0,-1.048772335E0,-1.725886106E0,5.380274890E0
1.259352765E0,5.727839947E0,-5.280590057E-1,-2.162073135E0,6.145043288E0
1.264094588E0,6.398420334E0,-8.989095688E-2,-2.723881006E0,6.954666842E0
1.268836411E0,6.967461586E0,4.270825386E-1,-3.397786617E0,7.763560674E0
1.273578234E0,7.415789604E0,9.691925049E-1,-4.081488132E0,8.520083036E0
1.278320056E0,7.779428005E0,1.542307377E0,-4.634336472E0,9.185602139E0
1.283061879E0,7.989130020E0,2.071504116E0,-5.072777271E0,9.687641458E0
